Geo Point,Geo Shape,seg_id,str_type,dtupdate,status_id,seg_descr,poly_area,gisid,street_id,seg_part
"-37.78714282937474, 144.9420233635419","{""coordinates"": [[[[144.941948978287, -37.787431773935], [144.941944926418, -37.787404690367], [144.941890046544, -37.787037892469], [144.941894238701, -37.787033844527], [144.941897709436, -37.787029378488], [144.941900657475, -37.787024679388], [144.941903058909, -37.787019785337], [144.941904894264, -37.787014736023], [144.941906148656, -37.787009572395], [144.941906811912, -37.787004336328], [144.941906878653, -37.786999070285], [144.941906430043, -37.786993809344], [144.941890000914, -37.786880945479], [144.941889225039, -37.786877349238], [144.941888091747, -37.786873813235], [144.941886559135, -37.78687037104], [144.941884639893, -37.78686705115], [144.94188234991, -37.786863881052], [144.941879708146, -37.786860886992], [144.941876736471, -37.786858093759], [144.941873459489, -37.786855524477], [144.941869904332, -37.786853200419], [144.941866100432, -37.786851140826], [144.941862148112, -37.78684925191], [144.941853595211, -37.786791223486], [144.942069141684, -37.786678974336], [144.942074362225, -37.786712763251], [144.942070199918, -37.786716457767], [144.94206669047, -37.786720564245], [144.942063635618, -37.78672489545], [144.942061057454, -37.786729420059], [144.942058974623, -37.786734105351], [144.942057402188, -37.786738917443], [144.942056351521, -37.786743821533], [144.94205583022, -37.786748782156], [144.942055842054, -37.786753763437], [144.942056302634, -37.786758737523], [144.942076663847, -37.786887581249], [144.942077131523, -37.786889677843], [144.942077795274, -37.786891740696], [144.942078682733, -37.786893751168], [144.942079787131, -37.786895693924], [144.942081100046, -37.786897554146], [144.942082515059, -37.786899374452], [144.942087559608, -37.786904238962], [144.942093156625, -37.786908706688], [144.942099256802, -37.786912738269], [144.942105806397, -37.786916298188], [144.942138838075, -37.787130110832], [144.942192607613, -37.787478159173], [144.941969798323, -37.787570927031], [144.941948978287, -37.787431773935]]]], ""type"": ""MultiPolygon""}",22587,Council Major,20210923,2,Manningham Street between Church Street and Heathcote Road,1732,1482,870,1
"-37.80831929335985, 144.94028335439754","{""coordinates"": [[[[144.936085088774, -37.806205596284], [144.937034585283, -37.806277527767], [144.937315284485, -37.80630195905], [144.937523634625, -37.806326666204], [144.937730268603, -37.806367788446], [144.937951280041, -37.806420874647], [144.938096999842, -37.806470180988], [144.938102085098, -37.806454412985], [144.938126034569, -37.806455288334], [144.938023641602, -37.806376959648], [144.937803350789, -37.806289154083], [144.937630229812, -37.806226582535], [144.937479333496, -37.806173447789], [144.937276170037, -37.806112369046], [144.936721135261, -37.805952380828], [144.936642083439, -37.805928232038], [144.936600260629, -37.805917168144], [144.936544184225, -37.805900238355], [144.936501665544, -37.805889080225], [144.936407359549, -37.805864331437], [144.936221223909, -37.805815483526], [144.936246563151, -37.805757496452], [144.936421754272, -37.80580249827], [144.936526274744, -37.805829566325], [144.936596386388, -37.805844127756], [144.936662184113, -37.805854776361], [144.936743556065, -37.805865550023], [144.93678323997, -37.805867968384], [144.936860244049, -37.805869748325], [144.936921316029, -37.805869897326], [144.937026870595, -37.805869980301], [144.93701739793, -37.805898833929], [144.937620328344, -37.806082614301], [144.93809849433, -37.806263082374], [144.939114839394, -37.806681772136], [144.940058980131, -37.807215296429], [144.940050894807, -37.807244331381], [144.940432995871, -37.807451578492], [144.940685331152, -37.807596649553], [144.940792869096, -37.807659617114], [144.940973337257, -37.807755956951], [144.941130305642, -37.807922658399], [144.941817125637, -37.808423554567], [144.942297004374, -37.808733823669], [144.942722343821, -37.809067182204], [144.943104567207, -37.809417485133], [144.943469037337, -37.809880681318], [144.94415511607, -37.81043109406], [144.944734555838, -37.811039630027], [144.945420138534, -37.811724815418], [144.945351853289, -37.811750843858], [144.9446971071, -37.812000408746], [144.944535666598, -37.812061943506], [144.944334740688, -37.811540919003], [144.944222342266, -37.811295328945], [144.944014074441, -37.810951405908], [144.943476312152, -37.810104951883], [144.943382724552, -37.80998501436], [144.943282357478, -37.809868971974], [144.943169818806, -37.809760154408], [144.943045947996, -37.809659373365], [144.942911669041, -37.809567380604], [144.942767983572, -37.80948486233], [144.942615963384, -37.809412434072], [144.942456742446, -37.809350636097], [144.942292959293, -37.809296448476], [144.942300608106, -37.809261839195], [144.942088510581, -37.809243324546], [144.941214901741, -37.809119917238], [144.940963921596, -37.809094623147], [144.940711601255, -37.809084116416], [144.940459272824, -37.8090912119], [144.940209678612, -37.809119428312], [144.938575576692, -37.80934861822], [144.938442888704, -37.809363239777], [144.938308779684, -37.809366300587], [144.938174781509, -37.809359587622], [144.938041645281, -37.809344691178], [144.937678152481, -37.809286698175], [144.937341992411, -37.809195365432], [144.936452068013, -37.808840877336], [144.936284418398, -37.808777119992], [144.936277503463, -37.808729260976], [144.936266834917, -37.808551496098], [144.936267663588, -37.808420112416], [144.936267064676, -37.808168497168], [144.936267285508, -37.808004766941], [144.936267296829, -37.807992774331], [144.936268401929, -37.807883933817], [144.936277390505, -37.807797667968], [144.936308341794, -37.807673579999], [144.936347575957, -37.807557839653], [144.936392151187, -37.807449751932], [144.936438932245, -37.807299634288], [144.93649822322, -37.807075379156], [144.936513086116, -37.807051572883], [144.936545206171, -37.807019874647], [144.936571261165, -37.807001589521], [144.936626046547, -37.806971732108], [144.936680830976, -37.806941866543], [144.936703477537, -37.806926020616], [144.936720664709, -37.806906522997], [144.936734458562, -37.806884230858], [144.936739069326, -37.806871565454], [144.936743679228, -37.806858890123], [144.936745392641, -37.806834140588], [144.936738035492, -37.806792736148], [144.936720904791, -37.806759362033], [144.936818736172, -37.806879653442], [144.936899988247, -37.806827194996], [144.93703843873, -37.806751169894], [144.937204557147, -37.806682754884], [144.937427188163, -37.806620874435], [144.937570873937, -37.8065971003], [144.937732416746, -37.806579706325], [144.937868136347, -37.806575587484], [144.937959482641, -37.806577798111], [144.938130292529, -37.806587068472], [144.937955277483, -37.806527996828], [144.937914033448, -37.806514073294], [144.937697064362, -37.806461061421], [144.937540773879, -37.806430569782], [144.937315199324, -37.806403105243], [144.937027613896, -37.806382446383], [144.936621140557, -37.806351604803], [144.936350294854, -37.80633104296], [144.936054945048, -37.806307260971], [144.936085088774, -37.806205596284]], [[144.937266368958, -37.806921364393], [144.937225952624, -37.806948346749], [144.937148265386, -37.806922382899], [144.936644476346, -37.807329549492], [144.936484010498, -37.807398849461], [144.936450868019, -37.807457352271], [144.936422391848, -37.807517352588], [144.936398409774, -37.807579977469], [144.936369088895, -37.807657871978], [144.936353839858, -37.807707536026], [144.93633020807, -37.807851612333], [144.936324916835, -37.807929347597], [144.936326997967, -37.80797780499], [144.936332670776, -37.808023687595], [144.936336918038, -37.808115591546], [144.936364150126, -37.808246955142], [144.936384051903, -37.808306296499], [144.936435854815, -37.808429014066], [144.93647657265, -37.808515109242], [144.936523048308, -37.808592755877], [144.936562081782, -37.808601902802], [144.936720747733, -37.80877770917], [144.936913335955, -37.808931881343], [144.937060467124, -37.809005351642], [144.937098093089, -37.809013821284], [144.937174746645, -37.809062025144], [144.937286200143, -37.80911143965], [144.937414788859, -37.809143731823], [144.937633816647, -37.809194629242], [144.937941195888, -37.809249769802], [144.938057436746, -37.809262804159], [144.938239834578, -37.809272874823], [144.938371621518, -37.809273598896], [144.938560208182, -37.809264904152], [144.938805574215, -37.809250746113], [144.939047783637, -37.809222942621], [144.939409305484, -37.809171232248], [144.939706516709, -37.809099735846], [144.939773859489, -37.809087610996], [144.939887130852, -37.809069602947], [144.940236294692, -37.809027036097], [144.940272878901, -37.809022487079], [144.940483934594, -37.809000050068], [144.940525921724, -37.809002708431], [144.940790896003, -37.808997262883], [144.940996063962, -37.809005872848], [144.941172806931, -37.809024831088], [144.941334644013, -37.809048166804], [144.941509051885, -37.809075835011], [144.94163921326, -37.809105390687], [144.941749363569, -37.809131942481], [144.94181915938, -37.809149888238], [144.94190180029, -37.809164781797], [144.942010786291, -37.80917951934], [144.942363790473, -37.809226455664], [144.942509918536, -37.80925039391], [144.94262992162, -37.809281457095], [144.942725736361, -37.809313261877], [144.942772568019, -37.809332256747], [144.942860332771, -37.809372499953], [144.942942606741, -37.809424983339], [144.942891173471, -37.809365843769], [144.942766640641, -37.809244490625], [144.942680781722, -37.809176269469], [144.942552069301, -37.809086106593], [144.9423942859, -37.808995289606], [144.94231625144, -37.808955994706], [144.942176456464, -37.808895235006], [144.942073223954, -37.808854684025], [144.941241680089, -37.808558393829], [144.94092934524, -37.80843092636], [144.940760680359, -37.808219826556], [144.939782594087, -37.807844217646], [144.939710776677, -37.807817745371], [144.939644824303, -37.807797502753], [144.939494046362, -37.807756817826], [144.939345119157, -37.80771804314], [144.939292889108, -37.807707646069], [144.93924848331, -37.807696738862], [144.939167019801, -37.807675036777], [144.939086058382, -37.807652190823], [144.939023639436, -37.807630903962], [144.938693016563, -37.807504773204], [144.938210987376, -37.807320015128], [144.937573462946, -37.807080220449], [144.93759654823, -37.807041579647], [144.937266368958, -37.806921364393]]]], ""type"": ""MultiPolygon""}",30075,Rail/Tram,20210923,9,Melbourne Goods Railway,61216,44,3222,1
"-37.79543968289379, 144.9262021728696","{""coordinates"": [[[[144.926027131763, -37.795196737605], [144.926441458086, -37.795645487659], [144.926377347171, -37.795682761397], [144.926194158861, -37.795484354183], [144.9261471671, -37.795433457489], [144.92596276645, -37.795233734488], [144.926027131763, -37.795196737605]]]], ""type"": ""MultiPolygon""}",22887,Council Minor,20210923,3,Clifford Terrace between Kensington Road and Henry Street,432,731,117932,1
"-37.83634336219999, 144.98020936759252","{""coordinates"": [[[[144.980111968306, -37.836287891916], [144.980118616089, -37.836261214036], [144.980308814962, -37.835316647149], [144.980317244785, -37.835283367173], [144.980320960334, -37.835266330211], [144.980531237514, -37.83529517578], [144.980499086638, -37.835450960174], [144.980494352733, -37.835475173756], [144.9803137795, -37.836357689842], [144.980305908147, -37.836397151541], [144.98017005736, -37.837079709445], [144.980164742976, -37.837106407498], [144.980103412793, -37.837414548402], [144.979888085224, -37.837383556163], [144.980111968306, -37.836287891916]]]], ""type"": ""MultiPolygon""}",22740,Council Major,20210923,2,Millswyn Street between Toorak Road and St Martins Lane,4503,1030,900,1
"-37.80104296373276, 144.9543359118306","{""coordinates"": [[[[144.954617838024, -37.801231042666], [144.954767023623, -37.801348228256], [144.954722017386, -37.801389397254], [144.953904796799, -37.800737459136], [144.953955339316, -37.800700669928], [144.954136167669, -37.800844495132], [144.954160905237, -37.800864210068], [144.954592045863, -37.801209200754], [144.954617838024, -37.801231042666]]]], ""type"": ""MultiPolygon""}",21129,Council Minor,20210923,3,Tyrone Street between Blackwood Street and Wreckyn Street,612,2738,1138,1
"-37.82102692550605, 144.9578504195199","{""coordinates"": [[[[144.9574526685, -37.820531025453], [144.957774406906, -37.820437560206], [144.957791771751, -37.820475172716], [144.95780539944, -37.820471225836], [144.957863322735, -37.820596689861], [144.957851405988, -37.820604343214], [144.957991899516, -37.820908654352], [144.958000963224, -37.820902171694], [144.958129804299, -37.821173875253], [144.95825666906, -37.821287299112], [144.958266827953, -37.821377938748], [144.957773914088, -37.821602747327], [144.957725710645, -37.821150292317], [144.957722218996, -37.821117507415], [144.957710095065, -37.821122246366], [144.957642997009, -37.820943287134], [144.95757206684, -37.820789650167], [144.9574526685, -37.820531025453]], [[144.957840202786, -37.820959726109], [144.957821429542, -37.820967104632], [144.957869144695, -37.821067466917], [144.957887917961, -37.821060088387], [144.957840202786, -37.820959726109]], [[144.957713030915, -37.820684145506], [144.957698797541, -37.82069345467], [144.957782421059, -37.820873464708], [144.957798149141, -37.820863179354], [144.957722615547, -37.820704305208], [144.957713030915, -37.820684145506]]]], ""type"": ""MultiPolygon""}",22178,Arterial,20210923,1,King Street between Kings Bridge and Flinders Street,4012,3780,761,1
"-37.79678323212756, 144.9681143140353","{""coordinates"": [[[[144.968092982022, -37.796806494993], [144.968101285494, -37.796756533615], [144.968135645794, -37.79675996246], [144.968127339704, -37.796809937313], [144.968092982022, -37.796806494993]]]], ""type"": ""MultiPolygon""}",30267,Private,20210923,4,Pl5044,17,198,1522,1
"-37.806378922361375, 144.9544549051641","{""coordinates"": [[[[144.954516431962, -37.806123772901], [144.954501724726, -37.806219619705], [144.954514377268, -37.806323695479], [144.954540885205, -37.806541728578], [144.954540780995, -37.806549909443], [144.954550532389, -37.80662543063], [144.95451514689, -37.806635017275], [144.954491826963, -37.806447248763], [144.954204158368, -37.806530102481], [144.954190858905, -37.806504794412], [144.954490167851, -37.806418588691], [144.954477721871, -37.806326209258], [144.954466726668, -37.806230114244], [144.954428238644, -37.806093610551], [144.954516431962, -37.806123772901]]]], ""type"": ""MultiPolygon""}",21391,Council Minor,20210923,3,San Marco Lane from William Street,298,1102,2895,2
"-37.800122424674925, 144.9675273485641","{""coordinates"": [[[[144.967215943208, -37.800105931962], [144.967221458776, -37.800073520767], [144.96746146419, -37.800099642247], [144.967475584007, -37.800016600849], [144.96750986312, -37.800020517831], [144.967497717401, -37.800091952784], [144.967794097379, -37.80012428601], [144.967786835758, -37.800177605981], [144.967489368501, -37.80014515484], [144.967477643616, -37.800215488604], [144.967443272234, -37.800212117034], [144.967456607753, -37.800132125209], [144.967215943208, -37.800105931962]]]], ""type"": ""MultiPolygon""}",20765,Council Minor,20210923,3,York Place from Lygon Street,301,1975,1192,1
"-37.80481628956671, 144.96547735669512","{""coordinates"": [[[[144.96578137018, -37.804709797517], [144.965815138437, -37.804713366445], [144.966066599307, -37.804739939332], [144.966024322921, -37.805015539876], [144.965164587866, -37.80492038119], [144.964884249419, -37.804889239393], [144.964926361607, -37.804619440046], [144.965211702064, -37.804649595764], [144.965270571337, -37.804655817275], [144.96578137018, -37.804709797517]]]], ""type"": ""MultiPolygon""}",22499,Council Major,20210923,2,Queensberry Street between Lygon Street and Cardigan Street,3090,1501,1008,1
