,Sensor Name,Date,Total Pedestrian Count (Day Sum)
625,Elizabeth St-La Trobe St (East),2009-05-09,
626,Elizabeth St-Lonsdale St (South),2009-05-09,
627,Errol Street (East),2009-05-09,
628,Faraday St-Lygon St (West),2009-05-09,
629,Flagstaff Station,2009-05-09,1135.0
630,Flinders La - Swanston St (West) Temp,2009-05-09,
631,Flinders La-Swanston St (West),2009-05-09,
632,Flinders Ln -Degraves St (Crossing),2009-05-09,
633,Flinders Ln -Degraves St (North),2009-05-09,
634,Flinders Ln -Degraves St (South),2009-05-09,
635,Flinders St-Elizabeth St (East),2009-05-09,
636,Flinders St-Spark La,2009-05-09,
637,Flinders St-Spring St (West),2009-05-09,
638,Flinders St-Swanston St (West),2009-05-09,
639,Flinders Street Station Underpass,2009-05-09,18120.0
640,Flinders la - Swanston St (West) Temp,2009-05-09,
641,Grattan St-Swanston St (West),2009-05-09,
642,La Trobe St (North),2009-05-09,
643,Lincoln-Swanston (West),2009-05-09,
644,Lincoln-Swanston(West),2009-05-09,
645,Little Collins St-Swanston St (East),2009-05-09,
646,Lonsdale St (South),2009-05-09,
647,Lonsdale St - Elizabeth St (North),2009-05-09,
648,Lonsdale St-Spring St (West),2009-05-09,
649,Lygon St (East),2009-05-09,
650,Lygon St (West),2009-05-09,
651,Melbourne Central,2009-05-09,
652,Melbourne Central-Elizabeth St (East),2009-05-09,
653,Melbourne Convention Exhibition Centre,2009-05-09,
654,Monash Rd-Swanston St (West),2009-05-09,
655,New Quay,2009-05-09,7051.0
656,Pelham St (S),2009-05-09,
657,Pelham St (South),2009-05-09,
658,Princes Bridge,2009-05-09,21024.0
659,QV Market-Elizabeth St (West),2009-05-09,
660,QV Market-Peel St,2009-05-09,
661,QVM-Franklin St (North),2009-05-09,
662,QVM-Queen St (East),2009-05-09,
663,QVM-Therry St (South),2009-05-09,
664,Queen St (West),2009-05-09,
665,Royal Pde-Grattan St,2009-05-09,
666,Sandridge Bridge,2009-05-09,7341.0
667,Southbank,2009-05-09,
668,Southern Cross Station,2009-05-09,1366.0
669,Spencer St-Collins St (North),2009-05-09,
670,Spencer St-Collins St (South),2009-05-09,
671,St Kilda Rd-Alexandra Gardens,2009-05-09,
672,State Library,2009-05-09,17550.0
673,State Library-New,2009-05-09,
674,Swanston St - City Square,2009-05-09,
675,Swanston St - RMIT Building 14,2009-05-09,
676,Swanston St - RMIT Building 80,2009-05-09,
677,The Arts Centre,2009-05-09,
678,Tin Alley-Swanston St (West),2009-05-09,
679,Town Hall (West),2009-05-09,38143.0
680,Victoria Point,2009-05-09,2110.0
681,Waterfront City,2009-05-09,4337.0
682,Webb Bridge,2009-05-09,
683,Westwood Place,2009-05-09,
684,sensor_name,2009-05-10,
685,231 Bourke St,2009-05-10,
686,Alfred Place,2009-05-10,
687,Australia on Collins,2009-05-10,8800.0
688,Birrarung Marr,2009-05-10,
689,Bourke St - Spencer St (North),2009-05-10,
690,Bourke St - Spencer St (South),2009-05-10,
691,Bourke St Bridge,2009-05-10,
692,Bourke St-Russell St (West),2009-05-10,
693,Bourke Street Mall (North),2009-05-10,19313.0
694,Bourke Street Mall (South),2009-05-10,14262.0
695,Chinatown-Lt Bourke St (South),2009-05-10,
696,Chinatown-Swanston St (North),2009-05-10,
697,City Square,2009-05-10,
698,Collins Place (North),2009-05-10,1703.0
699,Collins Place (South),2009-05-10,2793.0
700,Collins St (North),2009-05-10,
701,Elizabeth St-La Trobe St (East),2009-05-10,
702,Elizabeth St-Lonsdale St (South),2009-05-10,
703,Errol Street (East),2009-05-10,
704,Faraday St-Lygon St (West),2009-05-10,
705,Flagstaff Station,2009-05-10,650.0
706,Flinders La - Swanston St (West) Temp,2009-05-10,
707,Flinders La-Swanston St (West),2009-05-10,
708,Flinders Ln -Degraves St (Crossing),2009-05-10,
709,Flinders Ln -Degraves St (North),2009-05-10,
710,Flinders Ln -Degraves St (South),2009-05-10,
711,Flinders St-Elizabeth St (East),2009-05-10,
712,Flinders St-Spark La,2009-05-10,
713,Flinders St-Spring St (West),2009-05-10,
714,Flinders St-Swanston St (West),2009-05-10,
715,Flinders Street Station Underpass,2009-05-10,15961.0
716,Flinders la - Swanston St (West) Temp,2009-05-10,
717,Grattan St-Swanston St (West),2009-05-10,
718,La Trobe St (North),2009-05-10,
719,Lincoln-Swanston (West),2009-05-10,
720,Lincoln-Swanston(West),2009-05-10,
721,Little Collins St-Swanston St (East),2009-05-10,
722,Lonsdale St (South),2009-05-10,
723,Lonsdale St - Elizabeth St (North),2009-05-10,
724,Lonsdale St-Spring St (West),2009-05-10,
725,Lygon St (East),2009-05-10,
726,Lygon St (West),2009-05-10,
727,Melbourne Central,2009-05-10,
728,Melbourne Central-Elizabeth St (East),2009-05-10,
729,Melbourne Convention Exhibition Centre,2009-05-10,
730,Monash Rd-Swanston St (West),2009-05-10,
731,New Quay,2009-05-10,10028.0
732,Pelham St (S),2009-05-10,
733,Pelham St (South),2009-05-10,
734,Princes Bridge,2009-05-10,27991.0
735,QV Market-Elizabeth St (West),2009-05-10,
736,QV Market-Peel St,2009-05-10,
737,QVM-Franklin St (North),2009-05-10,
738,QVM-Queen St (East),2009-05-10,
739,QVM-Therry St (South),2009-05-10,
740,Queen St (West),2009-05-10,
741,Royal Pde-Grattan St,2009-05-10,
742,Sandridge Bridge,2009-05-10,5884.0
743,Southbank,2009-05-10,
744,Southern Cross Station,2009-05-10,792.0
745,Spencer St-Collins St (North),2009-05-10,
746,Spencer St-Collins St (South),2009-05-10,
747,St Kilda Rd-Alexandra Gardens,2009-05-10,
748,State Library,2009-05-10,12311.0
749,State Library-New,2009-05-10,
750,Swanston St - City Square,2009-05-10,
751,Swanston St - RMIT Building 14,2009-05-10,
752,Swanston St - RMIT Building 80,2009-05-10,
753,The Arts Centre,2009-05-10,
754,Tin Alley-Swanston St (West),2009-05-10,
755,Town Hall (West),2009-05-10,25923.0
756,Victoria Point,2009-05-10,1291.0
757,Waterfront City,2009-05-10,11733.0
758,Webb Bridge,2009-05-10,
759,Westwood Place,2009-05-10,
760,sensor_name,2009-05-11,
761,231 Bourke St,2009-05-11,
762,Alfred Place,2009-05-11,
763,Australia on Collins,2009-05-11,16773.0
764,Birrarung Marr,2009-05-11,
765,Bourke St - Spencer St (North),2009-05-11,
766,Bourke St - Spencer St (South),2009-05-11,
767,Bourke St Bridge,2009-05-11,
768,Bourke St-Russell St (West),2009-05-11,
769,Bourke Street Mall (North),2009-05-11,24359.0
770,Bourke Street Mall (South),2009-05-11,17943.0
771,Chinatown-Lt Bourke St (South),2009-05-11,
772,Chinatown-Swanston St (North),2009-05-11,
773,City Square,2009-05-11,
774,Collins Place (North),2009-05-11,11638.0
775,Collins Place (South),2009-05-11,13526.0
776,Collins St (North),2009-05-11,
777,Elizabeth St-La Trobe St (East),2009-05-11,
778,Elizabeth St-Lonsdale St (South),2009-05-11,
779,Errol Street (East),2009-05-11,
780,Faraday St-Lygon St (West),2009-05-11,
781,Flagstaff Station,2009-05-11,25212.0
782,Flinders La - Swanston St (West) Temp,2009-05-11,
783,Flinders La-Swanston St (West),2009-05-11,
784,Flinders Ln -Degraves St (Crossing),2009-05-11,
785,Flinders Ln -Degraves St (North),2009-05-11,
786,Flinders Ln -Degraves St (South),2009-05-11,
787,Flinders St-Elizabeth St (East),2009-05-11,
788,Flinders St-Spark La,2009-05-11,
789,Flinders St-Spring St (West),2009-05-11,
790,Flinders St-Swanston St (West),2009-05-11,
791,Flinders Street Station Underpass,2009-05-11,24203.0
792,Flinders la - Swanston St (West) Temp,2009-05-11,
793,Grattan St-Swanston St (West),2009-05-11,
794,La Trobe St (North),2009-05-11,
795,Lincoln-Swanston (West),2009-05-11,
796,Lincoln-Swanston(West),2009-05-11,
797,Little Collins St-Swanston St (East),2009-05-11,
798,Lonsdale St (South),2009-05-11,
799,Lonsdale St - Elizabeth St (North),2009-05-11,
800,Lonsdale St-Spring St (West),2009-05-11,
801,Lygon St (East),2009-05-11,
802,Lygon St (West),2009-05-11,
803,Melbourne Central,2009-05-11,
804,Melbourne Central-Elizabeth St (East),2009-05-11,
805,Melbourne Convention Exhibition Centre,2009-05-11,
806,Monash Rd-Swanston St (West),2009-05-11,
807,New Quay,2009-05-11,4002.0
808,Pelham St (S),2009-05-11,
809,Pelham St (South),2009-05-11,
810,Princes Bridge,2009-05-11,18717.0
811,QV Market-Elizabeth St (West),2009-05-11,
812,QV Market-Peel St,2009-05-11,
813,QVM-Franklin St (North),2009-05-11,
814,QVM-Queen St (East),2009-05-11,
815,QVM-Therry St (South),2009-05-11,
816,Queen St (West),2009-05-11,
817,Royal Pde-Grattan St,2009-05-11,
818,Sandridge Bridge,2009-05-11,7768.0
819,Southbank,2009-05-11,
820,Southern Cross Station,2009-05-11,7999.0
821,Spencer St-Collins St (North),2009-05-11,
822,Spencer St-Collins St (South),2009-05-11,
823,St Kilda Rd-Alexandra Gardens,2009-05-11,
824,State Library,2009-05-11,17933.0
825,State Library-New,2009-05-11,
826,Swanston St - City Square,2009-05-11,
827,Swanston St - RMIT Building 14,2009-05-11,
828,Swanston St - RMIT Building 80,2009-05-11,
829,The Arts Centre,2009-05-11,
830,Tin Alley-Swanston St (West),2009-05-11,
831,Town Hall (West),2009-05-11,32248.0
832,Victoria Point,2009-05-11,7230.0
833,Waterfront City,2009-05-11,1462.0
834,Webb Bridge,2009-05-11,
835,Westwood Place,2009-05-11,
836,sensor_name,2009-05-12,
837,231 Bourke St,2009-05-12,
838,Alfred Place,2009-05-12,
839,Australia on Collins,2009-05-12,17690.0
840,Birrarung Marr,2009-05-12,
841,Bourke St - Spencer St (North),2009-05-12,
842,Bourke St - Spencer St (South),2009-05-12,
843,Bourke St Bridge,2009-05-12,
844,Bourke St-Russell St (West),2009-05-12,
845,Bourke Street Mall (North),2009-05-12,24575.0
846,Bourke Street Mall (South),2009-05-12,18309.0
847,Chinatown-Lt Bourke St (South),2009-05-12,
848,Chinatown-Swanston St (North),2009-05-12,
849,City Square,2009-05-12,
850,Collins Place (North),2009-05-12,12234.0
851,Collins Place (South),2009-05-12,14149.0
852,Collins St (North),2009-05-12,
853,Elizabeth St-La Trobe St (East),2009-05-12,
854,Elizabeth St-Lonsdale St (South),2009-05-12,
855,Errol Street (East),2009-05-12,
856,Faraday St-Lygon St (West),2009-05-12,
857,Flagstaff Station,2009-05-12,25247.0
858,Flinders La - Swanston St (West) Temp,2009-05-12,
859,Flinders La-Swanston St (West),2009-05-12,
860,Flinders Ln -Degraves St (Crossing),2009-05-12,
861,Flinders Ln -Degraves St (North),2009-05-12,
862,Flinders Ln -Degraves St (South),2009-05-12,
863,Flinders St-Elizabeth St (East),2009-05-12,
864,Flinders St-Spark La,2009-05-12,
865,Flinders St-Spring St (West),2009-05-12,
866,Flinders St-Swanston St (West),2009-05-12,
867,Flinders Street Station Underpass,2009-05-12,24912.0
868,Flinders la - Swanston St (West) Temp,2009-05-12,
869,Grattan St-Swanston St (West),2009-05-12,
870,La Trobe St (North),2009-05-12,
871,Lincoln-Swanston (West),2009-05-12,
872,Lincoln-Swanston(West),2009-05-12,
873,Little Collins St-Swanston St (East),2009-05-12,
874,Lonsdale St (South),2009-05-12,
875,Lonsdale St - Elizabeth St (North),2009-05-12,
876,Lonsdale St-Spring St (West),2009-05-12,
877,Lygon St (East),2009-05-12,
878,Lygon St (West),2009-05-12,
879,Melbourne Central,2009-05-12,
880,Melbourne Central-Elizabeth St (East),2009-05-12,
881,Melbourne Convention Exhibition Centre,2009-05-12,
882,Monash Rd-Swanston St (West),2009-05-12,
883,New Quay,2009-05-12,2914.0
884,Pelham St (S),2009-05-12,
885,Pelham St (South),2009-05-12,
886,Princes Bridge,2009-05-12,19903.0
887,QV Market-Elizabeth St (West),2009-05-12,
888,QV Market-Peel St,2009-05-12,
889,QVM-Franklin St (North),2009-05-12,
890,QVM-Queen St (East),2009-05-12,
891,QVM-Therry St (South),2009-05-12,
892,Queen St (West),2009-05-12,
893,Royal Pde-Grattan St,2009-05-12,
894,Sandridge Bridge,2009-05-12,8231.0
895,Southbank,2009-05-12,
896,Southern Cross Station,2009-05-12,8814.0
897,Spencer St-Collins St (North),2009-05-12,
898,Spencer St-Collins St (South),2009-05-12,
899,St Kilda Rd-Alexandra Gardens,2009-05-12,
900,State Library,2009-05-12,18688.0
901,State Library-New,2009-05-12,
902,Swanston St - City Square,2009-05-12,
903,Swanston St - RMIT Building 14,2009-05-12,
904,Swanston St - RMIT Building 80,2009-05-12,
905,The Arts Centre,2009-05-12,
906,Tin Alley-Swanston St (West),2009-05-12,
907,Town Hall (West),2009-05-12,32019.0
908,Victoria Point,2009-05-12,6628.0
909,Waterfront City,2009-05-12,1529.0
910,Webb Bridge,2009-05-12,
911,Westwood Place,2009-05-12,
912,sensor_name,2009-05-13,
913,231 Bourke St,2009-05-13,
914,Alfred Place,2009-05-13,
915,Australia on Collins,2009-05-13,18001.0
916,Birrarung Marr,2009-05-13,
917,Bourke St - Spencer St (North),2009-05-13,
918,Bourke St - Spencer St (South),2009-05-13,
919,Bourke St Bridge,2009-05-13,
920,Bourke St-Russell St (West),2009-05-13,
921,Bourke Street Mall (North),2009-05-13,25609.0
922,Bourke Street Mall (South),2009-05-13,19194.0
923,Chinatown-Lt Bourke St (South),2009-05-13,
924,Chinatown-Swanston St (North),2009-05-13,
925,City Square,2009-05-13,
926,Collins Place (North),2009-05-13,11898.0
927,Collins Place (South),2009-05-13,13869.0
928,Collins St (North),2009-05-13,
929,Elizabeth St-La Trobe St (East),2009-05-13,
930,Elizabeth St-Lonsdale St (South),2009-05-13,
931,Errol Street (East),2009-05-13,
932,Faraday St-Lygon St (West),2009-05-13,
933,Flagstaff Station,2009-05-13,24995.0
934,Flinders La - Swanston St (West) Temp,2009-05-13,
935,Flinders La-Swanston St (West),2009-05-13,
936,Flinders Ln -Degraves St (Crossing),2009-05-13,
937,Flinders Ln -Degraves St (North),2009-05-13,
938,Flinders Ln -Degraves St (South),2009-05-13,
939,Flinders St-Elizabeth St (East),2009-05-13,
940,Flinders St-Spark La,2009-05-13,
941,Flinders St-Spring St (West),2009-05-13,
942,Flinders St-Swanston St (West),2009-05-13,
943,Flinders Street Station Underpass,2009-05-13,25247.0
944,Flinders la - Swanston St (West) Temp,2009-05-13,
945,Grattan St-Swanston St (West),2009-05-13,
946,La Trobe St (North),2009-05-13,
947,Lincoln-Swanston (West),2009-05-13,
948,Lincoln-Swanston(West),2009-05-13,
949,Little Collins St-Swanston St (East),2009-05-13,
950,Lonsdale St (South),2009-05-13,
951,Lonsdale St - Elizabeth St (North),2009-05-13,
952,Lonsdale St-Spring St (West),2009-05-13,
953,Lygon St (East),2009-05-13,
954,Lygon St (West),2009-05-13,
955,Melbourne Central,2009-05-13,
956,Melbourne Central-Elizabeth St (East),2009-05-13,
957,Melbourne Convention Exhibition Centre,2009-05-13,
958,Monash Rd-Swanston St (West),2009-05-13,
959,New Quay,2009-05-13,3520.0
960,Pelham St (S),2009-05-13,
961,Pelham St (South),2009-05-13,
962,Princes Bridge,2009-05-13,21251.0
963,QV Market-Elizabeth St (West),2009-05-13,
964,QV Market-Peel St,2009-05-13,
965,QVM-Franklin St (North),2009-05-13,
966,QVM-Queen St (East),2009-05-13,
967,QVM-Therry St (South),2009-05-13,
968,Queen St (West),2009-05-13,
969,Royal Pde-Grattan St,2009-05-13,
970,Sandridge Bridge,2009-05-13,8138.0
971,Southbank,2009-05-13,
972,Southern Cross Station,2009-05-13,9008.0
973,Spencer St-Collins St (North),2009-05-13,
974,Spencer St-Collins St (South),2009-05-13,
975,St Kilda Rd-Alexandra Gardens,2009-05-13,
976,State Library,2009-05-13,18996.0
977,State Library-New,2009-05-13,
978,Swanston St - City Square,2009-05-13,
979,Swanston St - RMIT Building 14,2009-05-13,
980,Swanston St - RMIT Building 80,2009-05-13,
981,The Arts Centre,2009-05-13,
982,Tin Alley-Swanston St (West),2009-05-13,
983,Town Hall (West),2009-05-13,33749.0
984,Victoria Point,2009-05-13,6740.0
985,Waterfront City,2009-05-13,1615.0
986,Webb Bridge,2009-05-13,
987,Westwood Place,2009-05-13,
988,sensor_name,2009-05-14,
989,231 Bourke St,2009-05-14,
990,Alfred Place,2009-05-14,
991,Australia on Collins,2009-05-14,19153.0
992,Birrarung Marr,2009-05-14,
993,Bourke St - Spencer St (North),2009-05-14,
994,Bourke St - Spencer St (South),2009-05-14,
995,Bourke St Bridge,2009-05-14,
996,Bourke St-Russell St (West),2009-05-14,
997,Bourke Street Mall (North),2009-05-14,27030.0
998,Bourke Street Mall (South),2009-05-14,20963.0
999,Chinatown-Lt Bourke St (South),2009-05-14,
1000,Chinatown-Swanston St (North),2009-05-14,
1001,City Square,2009-05-14,
1002,Collins Place (North),2009-05-14,11987.0
1003,Collins Place (South),2009-05-14,14679.0
1004,Collins St (North),2009-05-14,
1005,Elizabeth St-La Trobe St (East),2009-05-14,
1006,Elizabeth St-Lonsdale St (South),2009-05-14,
1007,Errol Street (East),2009-05-14,
1008,Faraday St-Lygon St (West),2009-05-14,
1009,Flagstaff Station,2009-05-14,25087.0
1010,Flinders La - Swanston St (West) Temp,2009-05-14,
1011,Flinders La-Swanston St (West),2009-05-14,
1012,Flinders Ln -Degraves St (Crossing),2009-05-14,
1013,Flinders Ln -Degraves St (North),2009-05-14,
1014,Flinders Ln -Degraves St (South),2009-05-14,
1015,Flinders St-Elizabeth St (East),2009-05-14,
1016,Flinders St-Spark La,2009-05-14,
1017,Flinders St-Spring St (West),2009-05-14,
1018,Flinders St-Swanston St (West),2009-05-14,
1019,Flinders Street Station Underpass,2009-05-14,25745.0
1020,Flinders la - Swanston St (West) Temp,2009-05-14,
1021,Grattan St-Swanston St (West),2009-05-14,
1022,La Trobe St (North),2009-05-14,
1023,Lincoln-Swanston (West),2009-05-14,
1024,Lincoln-Swanston(West),2009-05-14,
1025,Little Collins St-Swanston St (East),2009-05-14,
1026,Lonsdale St (South),2009-05-14,
1027,Lonsdale St - Elizabeth St (North),2009-05-14,
1028,Lonsdale St-Spring St (West),2009-05-14,
1029,Lygon St (East),2009-05-14,
1030,Lygon St (West),2009-05-14,
1031,Melbourne Central,2009-05-14,
1032,Melbourne Central-Elizabeth St (East),2009-05-14,
1033,Melbourne Convention Exhibition Centre,2009-05-14,
1034,Monash Rd-Swanston St (West),2009-05-14,
1035,New Quay,2009-05-14,3308.0
1036,Pelham St (S),2009-05-14,
1037,Pelham St (South),2009-05-14,
1038,Princes Bridge,2009-05-14,22920.0
1039,QV Market-Elizabeth St (West),2009-05-14,
1040,QV Market-Peel St,2009-05-14,
1041,QVM-Franklin St (North),2009-05-14,
1042,QVM-Queen St (East),2009-05-14,
1043,QVM-Therry St (South),2009-05-14,
1044,Queen St (West),2009-05-14,
1045,Royal Pde-Grattan St,2009-05-14,
1046,Sandridge Bridge,2009-05-14,8425.0
1047,Southbank,2009-05-14,
1048,Southern Cross Station,2009-05-14,8960.0
1049,Spencer St-Collins St (North),2009-05-14,
1050,Spencer St-Collins St (South),2009-05-14,
1051,St Kilda Rd-Alexandra Gardens,2009-05-14,
1052,State Library,2009-05-14,18889.0
1053,State Library-New,2009-05-14,
1054,Swanston St - City Square,2009-05-14,
1055,Swanston St - RMIT Building 14,2009-05-14,
1056,Swanston St - RMIT Building 80,2009-05-14,
1057,The Arts Centre,2009-05-14,
1058,Tin Alley-Swanston St (West),2009-05-14,
1059,Town Hall (West),2009-05-14,37207.0
1060,Victoria Point,2009-05-14,6886.0
1061,Waterfront City,2009-05-14,1526.0
1062,Webb Bridge,2009-05-14,
1063,Westwood Place,2009-05-14,
1064,sensor_name,2009-05-15,
1065,231 Bourke St,2009-05-15,
1066,Alfred Place,2009-05-15,
1067,Australia on Collins,2009-05-15,21747.0
1068,Birrarung Marr,2009-05-15,
1069,Bourke St - Spencer St (North),2009-05-15,
1070,Bourke St - Spencer St (South),2009-05-15,
1071,Bourke St Bridge,2009-05-15,
1072,Bourke St-Russell St (West),2009-05-15,
1073,Bourke Street Mall (North),2009-05-15,34499.0
1074,Bourke Street Mall (South),2009-05-15,27164.0
1075,Chinatown-Lt Bourke St (South),2009-05-15,
1076,Chinatown-Swanston St (North),2009-05-15,
1077,City Square,2009-05-15,
1078,Collins Place (North),2009-05-15,11847.0
1079,Collins Place (South),2009-05-15,14591.0
1080,Collins St (North),2009-05-15,
1081,Elizabeth St-La Trobe St (East),2009-05-15,
1082,Elizabeth St-Lonsdale St (South),2009-05-15,
1083,Errol Street (East),2009-05-15,
1084,Faraday St-Lygon St (West),2009-05-15,
1085,Flagstaff Station,2009-05-15,24133.0
1086,Flinders La - Swanston St (West) Temp,2009-05-15,
1087,Flinders La-Swanston St (West),2009-05-15,
1088,Flinders Ln -Degraves St (Crossing),2009-05-15,
1089,Flinders Ln -Degraves St (North),2009-05-15,
